link_id,Acum,Area,Long,h_order,dest,prun_7,prun_6,prun_5,prun_4
426492,0.15137,0.15137,0.421,1,426846,7,14,44,163
398024,0.518741,0.518741,1.24,1,398507,4,11,27,276
427187,0.227041,0.227041,0.451,1,427363,7,14,44,270
436078,0.566978,0.037801,0.325,2,441904,5,9,24,202
465671,0.288845,0.288845,0.619,1,464802,6,10,74,201
440345,25.474094,0.037827,0.163,4,434404,3,4,80,218
367361,63.69795,0.647098,1.268,5,367362,0,0,0,157
388839,9.61341,0.519231,0.845,4,388840,4,17,75,290
367369,79.22591,0.278984,0.423,5,367370,0,0,0,145
390625,0.18994,0.18994,0.751,1,388840,4,17,75,290
439025,1.246994,0.415692,0.584,2,439026,6,8,17,48
442090,22.847612,0.390423,0.588,4,442091,3,4,52,208
418657,0.391337,0.391337,0.457,1,418525,3,3,82,446
480391,339.64978,0.302305,0.258,5,480392,5,9,29,85
482091,0.927524,0.413636,1.0,2,487871,5,9,65,175
432325,2.092403,0.642908,0.913,2,432326,5,6,14,44
401206,0.645033,0.075891,0.294,2,400693,4,11,27,276
430175,9.429997,0.491734,0.584,3,430176,7,14,50,258
454529,51.807472,1.219349,1.329,4,454530,6,10,60,167
433174,4.39932,0.025216,0.163,2,433175,3,4,63,370
429336,1.147642,1.147642,2.089,1,427671,3,3,6,243
414680,50.215675,0.037918,0.163,4,414681,4,15,54,154
426656,0.428885,0.428885,0.776,1,426497,7,18,64,429
389091,2.444233,0.240631,0.452,3,389092,4,17,75,488
407895,0.176951,0.176951,0.425,1,406606,4,11,27,75
454350,12.31109,1.722815,1.483,3,454351,6,10,60,212
472370,0.200769,0.200769,0.456,1,471849,6,10,46,348
430681,0.201728,0.201728,0.588,1,430358,3,4,63,370
427179,0.428859,0.428859,0.715,1,426475,3,16,96,363
389607,1.241136,0.227947,0.585,2,388859,4,20,49,407
451056,0.90583,0.90583,1.601,1,450376,6,21,79,438
412294,28.990355,0.429627,0.651,4,412295,4,11,66,206
393254,0.367112,0.367112,0.62,1,392484,2,2,2,2
458052,1.181461,0.037708,0.163,2,458053,5,13,43,321
471086,1.229915,0.426705,0.64,2,471710,6,10,46,348
490044,0.363195,0.363195,0.688,1,489223,5,9,65,349
370643,2.131694,0.1015,0.294,2,370644,0,0,0,207
374376,0.456625,0.456625,0.752,1,374022,4,5,56,278
388477,0.215311,0.215311,0.62,1,386170,4,5,72,195
414979,0.757816,0.757816,1.265,1,414282,3,16,41,353
459107,0.565565,0.565565,1.202,1,458359,5,9,29,280
405319,2.616789,0.391942,0.688,3,405320,4,7,87,314
481473,0.313374,0.313374,0.773,1,481925,6,10,42,133
448942,662.9786,1.334473,1.514,6,448943,6,8,21,55
434483,2731.5522,0.619873,0.903,7,434484,2,2,3,5
454124,127.46529,0.138374,0.354,5,454125,5,13,37,127
445589,3.876741,0.490855,0.871,2,445590,6,21,79,281
372828,10.440279,0.076096,0.163,3,372829,0,0,0,207
445764,17.904581,0.100701,0.325,4,445765,6,21,90,240
412040,0.517983,0.517983,0.873,1,416765,7,12,34,92
435596,0.705706,0.705706,1.082,1,434065,7,14,44,295
432519,3.176617,0.441248,0.851,2,432520,7,14,50,258
421722,7.169955,0.050479,0.163,3,421723,5,9,24,292
467917,0.200882,0.200882,0.525,1,467640,5,13,43,318
394179,0.177209,0.177209,0.489,1,389109,4,20,49,147
454341,0.540706,0.540706,0.425,1,480360,5,9,29,101
476958,0.764994,0.025084,0.131,2,476337,6,10,35,493
388476,0.772576,0.772576,1.357,1,388644,4,5,72,195
422156,0.643587,0.30287,0.649,2,424313,3,16,69,262
411292,0.227425,0.227425,0.422,1,410167,3,3,6,259
411465,34.462418,0.480251,0.688,4,411466,7,12,58,197
402683,0.695536,0.695536,0.851,1,403764,4,15,53,190
396188,2.733645,0.278416,0.548,2,396189,2,2,97,284
444148,2.379421,0.251818,0.525,2,442977,5,13,99,384
439031,0.138561,0.138561,0.421,1,445403,3,4,52,291
417862,0.694412,0.694412,1.257,1,417692,3,3,82,446
462735,0.200996,0.200996,0.394,1,462346,6,10,26,74
396375,0.379644,0.379644,0.808,1,395397,4,11,92,311
413991,0.593663,0.593663,1.295,1,416761,7,12,34,92
377332,0.177526,0.177526,0.426,1,377854,4,5,56,278
429190,0.580103,0.580103,1.268,1,435432,7,14,44,163
483547,53.41767,0.476396,0.618,5,483548,6,10,42,165
375929,1.59803,0.114134,0.394,2,375930,4,5,56,257
436934,0.806383,0.806383,1.076,1,435769,7,14,44,163
437647,0.642532,0.642532,1.562,1,434366,3,4,11,32
417856,0.909062,0.277753,0.355,2,418028,3,16,69,499
422165,0.252392,0.252392,0.48,1,421741,3,4,7,246
420893,0.214565,0.214565,0.518,1,421737,3,16,41,141
412289,0.555858,0.555858,0.999,1,413208,4,11,66,330
421082,166.76457,0.20195,0.259,5,421083,7,14,38,115
395583,1.885772,0.493559,0.844,2,395398,4,11,92,311
439049,32.830498,0.163859,0.259,4,439050,3,4,63,191
461288,0.1759,0.1759,0.394,1,461706,5,13,43,294
396171,29.175774,0.253057,0.681,4,396172,4,17,73,200
433309,0.264694,0.264694,0.751,1,432318,5,9,29,79
375440,0.380486,0.380486,0.651,1,375928,4,5,56,257
418031,1.199346,1.199346,1.847,1,417695,7,12,34,299
444938,3.625038,0.415287,0.75,2,448137,6,21,61,169
379089,0.240893,0.240893,0.426,1,379785,4,5,56,257
441590,2.506275,0.075557,0.294,2,441591,6,21,90,356
401489,1.783319,0.24027,0.585,2,401490,4,11,30,86
406214,0.505646,0.505646,0.851,1,407562,3,3,77,309
434053,0.428508,0.428508,1.064,1,454169,5,13,36,99
445906,0.339868,0.339868,0.944,1,445086,3,4,52,340
450632,16.6075,0.667038,1.2,3,454141,5,13,37,263
425122,1.904754,0.264927,0.457,2,425123,3,3,6,369
445248,0.352473,0.352473,0.9,1,444928,5,9,29,381
442272,0.667409,0.251861,0.557,2,442273,3,4,63,383
441584,0.176314,0.176314,0.613,1,441888,5,9,29,85
429188,0.126105,0.126105,0.421,1,434387,3,4,10,29
428170,0.151343,0.151343,0.421,1,427859,7,14,44,270
483860,3.959879,0.614096,0.745,3,483861,5,9,91,320
443673,0.289588,0.289588,0.68,1,443978,3,4,57,328
398512,11.64358,0.025302,0.096,3,398513,4,7,19,223
379623,2.345389,0.177464,0.557,2,379624,4,20,78,303
380129,1.394465,0.025351,0.131,2,380130,4,5,72,265
414701,0.530467,0.530467,1.204,1,415145,7,12,58,322
456293,0.465179,0.465179,0.899,1,454363,6,10,60,212
469250,3.61525,0.062773,0.096,2,480331,5,9,29,120
393610,5.291369,0.936623,1.104,3,393611,4,17,73,403
398510,0.151821,0.151821,0.489,1,395043,4,17,45,138
466992,0.175792,0.175792,0.287,1,466648,6,10,74,201
401885,4.338446,1.46741,2.303,2,434494,2,2,3,4
460968,0.716168,0.138216,0.325,2,460969,6,10,51,149
416411,0.202041,0.202041,0.488,1,416413,4,11,33,194
478378,0.438881,0.438881,1.07,1,483554,6,10,42,133
405679,0.278129,0.278129,0.62,1,406920,3,3,77,309
447662,0.780172,0.125844,0.325,2,447664,6,8,98,335
406217,0.783765,0.783765,1.325,1,416776,7,12,34,92
413690,4.900997,0.55576,0.914,3,413691,3,16,41,353
464316,0.326563,0.326563,0.612,1,466172,5,13,43,318
468198,0.414299,0.414299,0.937,1,468199,6,10,46,293
480401,374.41217,1.588121,1.393,5,480402,5,9,29,79
459895,0.929883,0.326712,0.287,2,459896,5,13,43,321
434212,0.781383,0.781383,0.93,1,433871,6,8,17,413
465669,0.226055,0.226055,0.748,1,467330,5,13,43,231
435058,0.340256,0.340256,0.913,1,435743,5,9,71,219
449819,1.987969,0.55366,0.982,2,454137,5,13,37,121
483582,262.0695,0.363825,0.42,5,483583,6,10,35,95
381740,1.001345,0.050698,0.163,2,381741,4,5,72,373
483640,0.488759,0.488759,0.802,1,483638,6,10,42,165
462127,12.146175,0.27639,0.354,3,462128,5,13,43,294
387296,2.102736,0.468657,0.712,2,387671,4,7,67,405
478011,2.169355,0.100329,0.325,2,476951,6,10,35,360
376978,0.798882,0.798882,1.108,1,379789,4,5,56,257
380944,3.561968,0.304196,0.585,2,380945,4,5,13,233
379790,10.96698,0.139472,0.453,3,379791,4,5,56,257
429753,0.529583,0.529583,1.135,1,454181,5,13,36,99
386286,0.620713,0.620713,0.951,1,387662,4,19,59,215
480367,281.34436,1.107086,0.996,5,480368,5,9,29,93
398974,0.328928,0.328928,0.615,1,398506,4,11,27,276
433734,1.083869,1.083869,1.418,1,434567,3,4,63,191
412042,0.896951,0.240042,0.422,2,412043,7,12,58,302
480757,0.288336,0.288336,0.678,1,480312,5,9,55,155
460977,0.376953,0.376953,0.913,1,460062,6,10,51,149
440819,8.325883,0.251981,0.457,3,440820,3,4,52,266
404160,0.214948,0.214948,0.457,1,403529,4,15,54,154
450017,14.792626,0.364857,0.479,4,450018,6,8,84,232
401502,0.252956,0.252956,0.548,1,402702,2,2,3,424
366623,1.066293,1.066293,1.166,1,366086,0,0,94,250
371163,0.672511,0.672511,1.165,1,370637,0,0,0,430
459612,2.764746,0.854553,1.674,2,480349,5,9,29,109
404525,0.24023,0.24023,0.557,1,405172,7,12,58,411
428505,0.453986,0.050446,0.425,2,428038,7,18,64,345
391814,0.557074,0.557074,1.23,1,392156,4,19,102,448
469056,1.782552,0.251051,0.487,2,470037,5,9,29,264
407083,0.189604,0.189604,0.553,1,399617,4,11,27,78
388092,42.39062,0.075993,0.096,4,388093,4,19,59,166
426639,0.466719,0.466719,0.872,1,426494,7,14,50,258
459897,0.263897,0.263897,0.478,1,459895,5,13,43,321
439511,0.138559,0.138559,0.746,1,454164,5,13,37,111
478360,13.504748,0.664835,0.707,3,478361,6,10,46,193
399586,267.7837,0.126404,0.289,6,399587,4,11,33,96
425129,0.126155,0.126155,0.355,1,424801,7,18,64,188
435939,0.264614,0.264614,0.425,1,435450,7,14,50,449
429643,3.99728,0.23962,0.355,2,428491,7,14,44,270
409997,0.770797,0.24009,0.457,2,409998,4,11,27,466
479351,0.263298,0.263298,0.611,1,479095,6,10,46,193
454168,242.77602,0.856949,1.101,5,454169,5,13,36,99
396195,13.565638,0.126564,0.326,3,396196,2,2,97,284
413357,0.543161,0.543161,1.206,1,414164,3,16,41,443
480394,348.8574,1.13375,0.843,5,480395,5,9,29,85
437350,0.541754,0.541754,1.04,1,449675,3,4,57,162
428657,0.214391,0.214391,0.425,1,429177,5,9,71,219
470042,14.283283,0.928756,0.908,3,470043,5,9,29,264
444144,1.964042,0.856122,1.772,2,443970,5,9,29,381
457191,4.286426,0.389689,0.746,2,454359,6,10,60,212
424524,1.19862,1.19862,1.896,1,422385,3,4,7,23
452361,0.616371,0.062893,0.163,2,452362,5,13,37,127
454130,140.50977,0.125838,0.294,5,454131,5,13,37,121
424676,0.176629,0.176629,0.488,1,425289,3,3,6,243
483334,28.67692,1.567116,1.547,3,483335,6,10,42,182
435774,0.64268,0.64268,1.145,1,434221,7,14,50,260
457486,0.201124,0.201124,0.456,1,457049,5,13,101,402
388841,10.689793,0.278614,0.356,4,388842,4,17,75,290
413033,0.214752,0.214752,0.614,1,415800,4,11,33,194
468534,2.247112,0.06277,0.258,3,468535,5,13,43,372
432002,1.563101,0.315166,0.588,2,432003,3,4,63,370
432014,1.878375,0.163907,0.488,2,430175,7,14,50,258
416598,0.479828,0.479828,0.882,1,417546,3,16,41,129
450221,1.195215,0.125812,0.354,2,450222,6,8,22,59
444935,2.933172,0.100711,0.288,2,443326,6,21,90,364
419173,0.239857,0.239857,0.355,1,418940,3,16,69,396
478007,0.526674,0.526674,0.972,1,478746,6,10,42,182
434589,15.479033,0.554811,0.909,3,434590,7,14,50,260
368451,0.406145,0.406145,0.779,1,366956,0,0,95,409
397071,0.594734,0.594734,0.711,1,397351,4,11,92,463
387150,0.354676,0.354676,0.875,1,387698,4,20,49,407
475193,3.123532,0.20073,0.325,2,475194,5,9,29,378
442086,0.705239,0.705239,1.17,1,441137,6,8,17,471
462145,53.860584,0.050278,0.162,4,462146,6,10,51,149
461562,0.603056,0.603056,0.899,1,461560,5,9,29,473
379971,0.900166,0.900166,1.897,1,379509,0,0,0,207
394347,0.354423,0.354423,0.951,1,393071,2,2,2,2
469771,0.301256,0.301256,0.75,1,468872,6,10,46,293
408233,15.370041,0.417301,0.62,3,399585,4,11,33,275
434456,2247.4624,0.138916,0.192,7,434457,3,3,6,14
436544,0.163797,0.163797,0.288,1,434354,6,8,17,413
394683,0.683518,0.101255,0.391,2,396194,2,2,97,284
405680,0.353976,0.353976,0.457,1,406216,3,3,5,489
483331,24.778313,0.401131,0.449,3,483332,6,10,42,182
385712,1.216124,1.216124,1.96,1,388093,4,19,59,166
389608,0.785143,0.785143,1.34,1,389937,4,5,15,412
392162,9.04012,0.506311,0.815,3,392163,4,17,73,325
426490,0.315359,0.315359,0.684,1,425288,3,3,6,243
414284,2.980901,0.2021,0.355,2,413690,3,16,41,353
388251,0.253313,0.253313,0.778,1,389092,4,17,75,488
412037,0.404269,0.404269,0.777,1,411871,3,3,6,297
434369,1671.927,0.554443,0.805,7,434370,3,4,11,32
442977,4.431847,0.57924,0.813,3,442978,5,13,99,384
378922,0.976291,0.126787,0.294,2,378923,4,5,56,257
456603,2.363485,0.402258,0.841,2,457488,6,10,51,434
427363,0.996427,0.277497,0.518,2,428493,7,14,44,270
387663,0.151999,0.151999,0.457,1,388835,4,19,59,215
414292,0.404173,0.404173,0.903,1,411297,3,3,6,259
432507,0.226896,0.226896,0.619,1,432930,5,6,14,289
456123,0.67892,0.67892,1.512,1,457046,5,9,29,104
422873,4.278122,0.126213,0.259,2,420703,3,3,82,333
391468,3.874328,0.455761,0.911,2,392855,4,17,103,439
392165,11.065343,0.126557,0.326,3,396165,4,17,73,325
405170,0.214932,0.214932,0.783,1,402694,3,3,77,205
466478,0.150688,0.150688,0.421,1,466166,5,9,29,425
398511,11.137562,0.442817,0.651,3,398512,4,7,19,223
391639,1.266227,1.266227,1.965,1,390120,4,19,59,215
425453,0.807328,0.807328,1.161,1,426480,3,4,9,28
427857,0.49189,0.49189,0.872,1,427363,7,14,44,270
407282,0.429778,0.429778,1.103,1,416777,7,12,34,92
412159,0.581133,0.227403,0.259,2,412160,7,12,34,92
434389,1774.2793,0.289917,0.488,7,434390,3,4,10,29
421741,2.145526,0.214536,0.325,2,421742,3,4,7,246
448324,0.478195,0.478195,0.842,1,448140,3,4,57,338
465995,0.552531,0.200927,0.425,2,465996,5,9,29,300
425457,1.614598,0.126151,0.192,2,425458,7,14,44,270
421070,1.085409,1.085409,1.265,1,421740,3,4,7,246
480442,0.614324,0.614324,1.337,1,480441,6,10,46,193
460672,0.150783,0.150783,0.583,1,483611,6,10,26,74
386794,0.620688,0.620688,1.077,1,387668,4,17,75,444
421084,168.15268,0.088327,0.294,5,421085,7,14,38,115
484071,0.413555,0.413555,0.618,1,483178,6,10,42,182
394843,1.101047,1.101047,1.531,1,396538,4,7,19,223
451202,0.176118,0.176118,0.488,1,452507,6,8,84,324
450216,0.490672,0.490672,0.708,1,449820,5,13,37,263
421088,171.6106,0.063097,0.259,5,421089,7,14,38,115
443321,2.24109,0.339964,0.588,2,443322,5,13,37,111
388243,20.539267,0.164619,0.263,3,388244,4,19,59,215
441924,0.440757,0.440757,0.882,1,442844,6,21,90,364
426647,27.886404,0.176657,0.457,4,426648,7,18,64,188
409123,1.579593,0.341221,0.457,2,409124,4,15,53,190
434417,1989.3688,0.10083,0.489,7,434418,3,4,7,23
422707,0.340704,0.340704,0.847,1,423437,5,9,85,467
449666,23.695246,0.339973,0.78,4,449667,3,4,57,225
472710,0.213313,0.213313,0.719,1,471849,6,10,46,348
442538,0.402972,0.402972,0.982,1,441459,3,4,52,266
399657,646.2715,0.101156,0.163,6,399658,4,7,19,58
408692,0.290679,0.290679,0.72,1,409285,4,11,66,358
423444,0.340675,0.340675,0.872,1,423290,5,9,24,227
414165,3.145109,0.340994,0.584,2,414166,3,16,41,443
424306,3.696757,0.214491,0.553,3,424307,3,16,69,262
483864,7.945122,0.501404,0.714,3,483865,5,9,91,320
422570,0.277617,0.277617,0.876,1,420392,5,9,24,283
452195,0.691845,0.691845,1.213,1,450914,3,4,57,464
454817,0.20119,0.20119,0.619,1,455486,5,9,29,280
417870,22.56881,0.101,0.259,4,417871,7,18,76,204
445759,0.516107,0.516107,0.9,1,445384,5,13,37,317
439039,20.72108,0.088209,0.192,4,439040,3,4,63,191
391348,0.848264,0.126616,0.294,2,390984,4,5,13,495
479529,2.796134,0.67719,0.881,2,483561,6,10,35,110
462347,2.236253,0.16334,0.425,2,462348,6,10,26,74
449818,1.132351,0.251648,0.517,2,449819,5,13,37,121
393617,3.038281,0.379746,0.681,2,393618,4,7,19,248
434492,2742.7874,0.392334,0.749,7,434493,2,2,3,5
491104,0.425754,0.425754,0.801,1,491105,6,10,88,285
405674,0.240198,0.240198,0.557,1,411287,4,7,62,199
414156,0.378933,0.378933,0.979,1,413207,4,11,66,330
417546,0.7071,0.075755,0.263,2,417547,3,16,41,129
420693,0.429129,0.429129,0.806,1,420386,5,9,24,283
466015,10.412473,0.263813,0.487,2,462126,5,13,43,294
443978,1.661923,0.037775,0.131,2,443979,3,4,57,328
452686,0.327019,0.327019,0.546,1,452488,5,9,29,93
470231,1.355564,0.401651,0.736,2,470232,6,10,74,254
386804,0.164678,0.164678,0.589,1,387498,4,5,12,35
452362,2.025093,0.654038,1.062,2,452363,5,13,37,127
434935,0.529305,0.529305,0.951,1,433620,7,14,44,163
466987,1.833232,0.025112,0.162,2,468537,5,13,43,372
429755,0.252188,0.252188,0.451,1,429921,5,6,14,289
455979,0.226315,0.226315,0.287,1,455980,6,10,51,434
436552,1.776541,0.755981,1.13,2,436257,3,4,63,479
453966,1.031196,0.364697,0.641,2,453967,6,10,25,65
456886,0.754266,0.754266,1.454,1,456603,6,10,51,434
414677,34.828495,0.783428,0.945,4,414678,4,15,54,192
468869,0.188306,0.188306,0.588,1,480332,5,9,29,120
440974,0.881625,0.365255,0.619,2,440313,5,13,99,391
417703,0.681784,0.681784,1.028,1,417270,7,18,76,426
413815,2.690343,0.252625,0.457,2,413816,7,12,58,322
407565,0.290725,0.290725,0.807,1,407105,7,12,58,164
400695,11.321945,0.050594,0.163,3,400696,4,11,27,276
394341,0.316438,0.316438,0.657,1,395241,4,7,16,46
377846,51.89348,0.608154,0.585,4,377847,4,5,56,161
473305,0.31367,0.31367,0.912,1,480325,5,9,29,128
394535,7.32862,0.24044,0.72,3,397063,4,15,89,388
419705,4.417893,0.02525,0.163,3,419706,3,3,6,436
403767,0.644914,0.644914,1.34,1,399591,4,11,33,96
415835,0.997591,0.101026,0.326,2,415836,7,12,58,322
384831,1.558624,0.063351,0.294,2,385149,4,20,86,394
410517,0.543346,0.151631,0.385,2,410514,4,11,66,456
441936,0.289656,0.289656,0.782,1,442274,3,4,63,383
403367,0.214969,0.214969,0.62,1,403530,4,15,54,154
434406,1889.575,0.743986,0.782,7,434407,3,4,8,27
399702,897.72876,0.202515,0.259,6,399703,4,5,15,40
406914,7.951223,0.164353,0.326,3,406915,3,3,77,309
462483,7.876247,0.200994,0.383,3,462484,5,9,29,300
453134,0.36471,0.36471,1.276,1,454520,6,10,60,245
456602,1.20696,0.251433,0.619,2,456603,6,10,51,434
453335,0.40246,0.40246,0.75,1,452495,6,8,84,480
410353,0.214814,0.214814,0.518,1,410009,3,3,5,344
399576,1.530672,0.898164,1.326,2,399577,4,15,53,423
443970,5.640467,0.541399,0.671,3,443971,5,9,29,381
485478,0.764355,0.764355,1.468,1,483326,6,10,42,182
454365,0.163477,0.163477,0.425,1,453809,6,8,22,287
371000,15.376976,0.126858,0.394,3,371001,0,0,0,222
439033,12.417903,0.491279,0.851,4,439034,3,4,63,271
422997,0.378561,0.378561,0.422,1,423299,3,4,7,246
474896,0.815361,0.326154,0.678,2,476633,5,9,29,332
427362,0.100904,0.100904,0.457,1,427672,3,3,6,243
454139,154.43965,0.276886,0.421,5,454140,5,13,37,121
407084,0.391865,0.391865,1.005,1,406208,4,11,27,70
445902,0.45313,0.45313,0.488,1,447669,6,8,98,335
376320,0.22827,0.22827,0.752,1,377156,4,5,56,474
396386,0.40497,0.40497,0.716,1,395595,4,5,15,40
421225,0.441739,0.441739,0.71,1,420887,5,6,14,308
415480,0.606147,0.113657,0.326,2,415142,7,12,58,322
468367,13.444529,0.251021,0.456,3,471087,6,10,46,293
376666,6.961695,0.76085,1.068,3,367372,0,0,0,398
423306,0.138796,0.138796,0.422,1,424807,7,18,64,188
391473,0.265891,0.265891,0.588,1,391223,4,5,12,355
393622,0.721557,0.721557,1.042,1,392484,2,2,2,2
417534,1.767541,0.252528,0.355,2,417535,4,15,54,256
442408,0.617009,0.062963,0.263,2,442409,3,4,63,383
434425,2138.673,0.088623,0.192,7,434426,3,3,6,21
417111,0.41668,0.41668,0.74,1,416957,3,3,6,255
478908,0.526627,0.526627,0.802,1,479799,6,10,35,360
459743,0.59064,0.59064,0.617,1,483617,6,10,26,74
382066,1.305456,0.570334,0.941,2,377841,4,5,56,161
419707,0.593283,0.593283,0.945,1,420708,3,3,82,333
426652,36.58046,0.025246,0.163,4,426653,7,18,64,188
419170,17.890738,0.063149,0.163,3,414671,4,15,54,256
460213,0.175927,0.175927,0.75,1,460058,5,13,43,367
427183,6.482809,0.201763,0.909,3,434386,3,4,10,404
427657,0.807244,0.088289,0.259,2,427848,5,6,14,366
429649,0.189148,0.189148,0.688,1,429029,7,18,64,345
416955,0.290412,0.290412,1.041,1,417547,3,16,41,129
406017,0.214909,0.214909,0.518,1,405675,4,7,87,314
424323,0.176628,0.176628,0.394,1,423924,7,14,50,148
381743,0.240825,0.240825,0.457,1,382063,4,5,13,233
388852,29.264984,0.13925,0.193,4,388853,4,17,75,203
444402,1.082792,1.082792,1.555,1,443321,5,13,37,111
426484,4.048886,0.55492,1.131,2,434398,3,4,9,28
430895,1.853333,0.718707,1.329,2,430896,5,6,14,44
412303,0.404284,0.404284,0.947,1,411301,7,12,58,422
441927,1.259381,0.05037,0.163,2,441928,6,21,90,356
369421,0.101526,0.101526,0.426,1,369632,0,0,95,409
421956,0.164057,0.164057,0.614,1,423312,7,18,76,350
367353,37.921413,0.076149,0.326,5,367354,0,0,70,184
405871,0.240193,0.240193,0.548,1,406021,7,12,58,411
448944,681.21747,0.289546,0.75,6,448945,6,8,20,53
396186,0.506196,0.506196,1.0,1,396187,2,2,97,284
369928,7.830003,0.368027,0.682,3,369259,0,0,93,380
394167,11.77186,0.063281,0.163,3,394168,4,7,19,248
392462,68.16804,0.050626,0.263,5,392463,4,19,48,146
436922,1.133959,1.133959,1.706,1,436542,5,13,37,111
404165,0.606976,0.025289,0.163,2,402695,3,3,77,205
429758,1.185272,0.390891,0.811,2,430359,3,4,7,268
425459,2.308434,0.35323,0.48,2,425460,7,14,44,270
478351,0.564256,0.564256,0.525,1,477777,5,9,29,332
450631,15.61323,0.037754,0.163,3,450632,5,13,37,263
403368,0.36672,0.36672,0.819,1,399588,4,11,33,96
425449,0.920869,0.327994,0.557,2,425450,3,16,96,452
376843,14.900273,0.126758,0.294,3,377840,4,5,56,278
405165,1.378069,0.50569,1.17,2,405166,4,11,27,379
443172,0.428131,0.428131,1.144,1,441932,3,4,57,328
398988,6.414855,1.670295,2.17,2,396189,2,2,97,284
418514,0.277734,0.277734,0.355,1,418653,3,16,69,396
479800,3.824153,0.025081,0.095,2,479801,6,10,35,360
381592,7.631605,0.253492,0.457,3,381593,4,20,78,303
371007,21.36432,0.15221,0.193,3,371008,0,0,0,222
432361,69.60394,0.264981,0.584,4,432362,7,14,50,148
455342,0.163458,0.163458,0.781,1,457203,6,10,26,286
398965,3.264153,0.088551,0.294,2,398966,4,11,33,96
398017,0.733823,0.733823,1.363,1,398960,4,11,33,427
418521,0.328243,0.328243,0.62,1,417858,3,3,6,15
377841,43.859337,0.190107,0.263,4,377842,4,5,56,161
433881,0.252066,0.252066,0.384,1,435186,7,14,50,449
422580,0.441683,0.441683,0.782,1,421578,7,14,38,115
412663,0.656908,0.101061,0.259,2,412664,3,3,6,334
449676,55.26441,0.264586,0.421,4,449677,3,4,57,162
406442,0.176975,0.176975,0.457,1,405688,7,12,58,411
433176,0.315109,0.315109,0.709,1,433170,3,4,63,370
439054,36.22179,0.378257,0.613,4,439055,3,4,63,191
422151,0.530018,0.530018,0.835,1,420379,5,9,85,267
441921,1.347415,0.188904,0.457,2,441922,5,13,99,391
408834,0.467619,0.467619,0.777,1,410004,4,7,62,408
454182,262.0369,0.756409,0.968,5,454183,5,13,36,99
421085,169.79308,0.302894,0.584,5,421086,7,14,38,115
456126,0.55319,0.55319,0.87,1,456602,6,10,51,434
410966,0.65704,0.15162,0.457,2,411444,4,11,66,330
416234,33.72424,0.050573,0.096,3,416235,4,15,53,190
432508,0.731092,0.731092,0.968,1,432329,5,6,14,39
398634,0.771701,0.771701,1.308,1,398633,4,11,27,276
455341,0.188607,0.188607,0.425,1,454356,6,10,60,212
377330,1.166663,0.076082,0.294,2,377331,4,5,56,257
419696,0.201966,0.201966,0.425,1,418937,3,16,69,396
434428,2142.0823,0.429443,0.385,7,434429,3,3,6,21
413987,0.252615,0.252615,0.72,1,414821,3,3,6,297
413204,0.189485,0.189485,0.422,1,413518,4,15,54,305
457783,0.540513,0.540513,0.688,1,457045,5,9,29,104
418950,81.47416,0.151485,0.294,5,418951,3,16,41,141
425466,0.189223,0.189223,0.425,1,428044,7,18,64,345
417112,0.353532,0.353532,1.271,1,434432,3,3,6,19
389402,0.443244,0.443244,1.074,1,390125,4,5,15,412
399656,646.01855,0.543884,0.355,6,399657,4,7,19,58
422380,0.706676,0.088335,0.163,2,422381,3,4,7,465
482972,1.115539,1.115539,1.7,1,480945,5,9,91,432
463281,0.640626,0.640626,1.128,1,464042,6,10,26,310
481129,1.065576,1.065576,1.306,1,479985,6,10,35,110
369791,0.26649,0.26649,0.682,1,369930,0,0,0,430
387306,0.392655,0.392655,0.62,1,399730,4,5,12,35
383958,0.266098,0.266098,0.851,1,384968,4,19,59,273
468705,1.10474,0.012554,0.096,2,468706,6,10,32,88
392338,0.113941,0.113941,0.489,1,392865,4,5,12,355
464187,0.150722,0.150722,0.588,1,464799,6,10,74,201
385854,0.316717,0.316717,0.712,1,385855,4,20,78,228
416765,289.10236,0.770691,1.532,6,416766,7,12,34,92
405865,49.362114,0.177039,0.557,4,399652,4,7,62,170
462151,61.337566,0.289027,0.383,4,462152,6,10,51,149
401359,5.729032,0.796929,1.368,3,434493,2,2,3,424
403062,0.316142,0.316142,0.548,1,400715,3,3,4,352
397814,5.896713,0.442895,0.482,3,397063,4,15,89,418
417860,0.176756,0.176756,0.425,1,420707,3,3,82,333
409843,0.707695,0.707695,1.695,1,408414,4,7,62,399
489866,0.400779,0.400779,0.611,1,489564,5,9,65,483
414428,4.054089,0.442015,0.547,2,414429,3,3,6,255
452029,0.490578,0.490578,0.775,1,451509,6,8,22,287
487870,42.862743,0.601662,0.487,4,487871,5,9,65,175
434583,11.532744,0.037825,0.096,3,434584,7,14,50,260
392846,1.734346,1.076043,1.393,2,392847,4,19,59,215
483625,531.5819,0.679012,1.062,5,483626,6,10,25,65
484984,0.776849,0.275665,0.456,2,484985,6,10,42,182
416428,0.303058,0.303058,0.62,1,416028,7,12,58,322
376980,0.266303,0.266303,0.809,1,376981,0,0,0,398
443335,0.541412,0.541412,1.159,1,444156,3,4,57,225
369131,0.241135,0.241135,0.749,1,367354,0,0,70,184
433732,0.49154,0.49154,1.101,1,439049,3,4,63,191
405675,0.568862,0.06321,0.326,2,405318,4,7,87,314
432168,0.617713,0.617713,1.082,1,430902,3,4,9,28
420375,5.36516,1.148545,1.516,3,420376,5,9,85,267
